法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
政令,平成十八年政令第二十二号,平成十七年度の水田農業構造改革交付金等についての所得税及び法人税の臨時特例に関する法律施行令,へいせいじゅうななねんどのすいでんのうぎょうこうぞうかいかくこうふきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつせこうれい,,平成十八年二月十六日,,,平成十八年二月十六日,平成十八年二月十六日,,418CO0000000022,https://laws.e-gov.go.jp/law/418CO0000000022/20060216_000000000000000,
政令,平成十八年政令第二十四号,総合法律支援法施行令,そうごうほうりつしえんほうせこうれい,,平成十八年二月二十四日,総合法律支援法施行令の一部を改正する政令,令和七年政令第三百二十号,令和七年九月十日,令和八年一月十三日,,418CO0000000024,https://laws.e-gov.go.jp/law/418CO0000000024/20260113_507CO0000000320,
政令,平成十八年政令第三十号,国家公務員退職手当法の一部を改正する法律の施行に伴う経過措置に関する政令,こっかこうむいんたいしょくてあてほうのいちぶをかいせいするほうりつのせこうにともなうけいかそちにかんするせいれい,,平成十八年三月三日,独立行政法人男女共同参画機構法の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第三百九十五号,令和七年十一月二十八日,令和八年四月一日,,418CO0000000030,https://laws.e-gov.go.jp/law/418CO0000000030/20260401_507CO0000000395,
政令,平成十八年政令第三十五号,平成十七年における特定地域に係る激甚災害及びこれに対し適用すべき措置の指定に関する政令,へいせいじゅうななねんにおけるとくていちいきにかかるげきじんさいがいおよびこれにたいしてきようすべきそちのしていにかんするせいれい,,平成十八年三月十日,,,平成十八年三月十日,平成十八年三月十日,,418CO0000000035,https://laws.e-gov.go.jp/law/418CO0000000035/20060310_000000000000000,
政令,平成十八年政令第三十七号,石綿による健康被害の救済に関する法律施行令,いしわたによるけんこうひがいのきゅうさいにかんするほうりつしこうれい,,平成十八年三月十日,石綿による健康被害の救済に関する法律施行令の一部を改正する政令,令和八年政令第六十五号,令和八年三月二十七日,令和八年四月一日,,418CO0000000037,https://laws.e-gov.go.jp/law/418CO0000000037/20260401_508CO0000000065,
政令,平成十八年政令第六十二号,特定特殊自動車排出ガスの規制等に関する法律施行令,とくていとくしゅじどうしゃはいしゅつがすのきせいとうにかんするほうりつせこうれい,,平成十八年三月二十三日,国家公務員等の旅費に関する法律施行令,令和六年政令第三百六号,令和六年九月二十六日,令和七年四月一日,,418CO0000000062,https://laws.e-gov.go.jp/law/418CO0000000062/20250401_506CO0000000306,
政令,平成十八年政令第百十一号,児童扶養手当法による児童扶養手当の額等の改定の特例に関する法律第二項の規定に基づき児童扶養手当等の改定額を定める政令,じどうふようてあてほうによるじどうふようてあてのがくとうのかいていのとくれいにかんするほうりつだいにこうのきていにもとづきじどうふようてあてとうのかいていがくをさだめるせいれい,,平成十八年三月三十日,,平成二十六年政令第百十三号,平成二十六年三月三十一日,平成二十六年四月一日,,418CO0000000111,https://laws.e-gov.go.jp/law/418CO0000000111/20140401_426CO0000000113,
政令,平成十八年政令第百四十三号,郵政民営化委員会令,ゆうせいみんえいかいいんかいれい,,平成十八年三月三十一日,郵政民営化委員会令の一部を改正する政令,令和四年政令第八十八号,令和四年三月二十五日,令和四年四月一日,,418CO0000000143,https://laws.e-gov.go.jp/law/418CO0000000143/20220401_504CO0000000088,
政令,平成十八年政令第百四十五号,平成十八年度における財政運営のための公債の発行の特例等に関する法律の規定による国家公務員共済組合の事務に要する費用の負担の特例に関する政令,へいせいじゅうはちねんどにおけるざいせいうんえいのためのこうさいのはっこうのとくれいとうにかんするほうりつのきていによるこっかこうむいんきょうさいくみあいのじむにようするひようのふたんのとくれいにかんするせいれい,,平成十八年三月三十一日,,,平成十八年三月三十一日,平成十八年四月一日,,418CO0000000145,https://laws.e-gov.go.jp/law/418CO0000000145/20060401_000000000000000,
政令,平成十八年政令第百五十九号,独立行政法人消防研究所の解散に関する法律の施行に伴う関係政令の整備及び経過措置に関する政令,どくりつぎょうせいほうじんしょうぼうけんきゅうじょのかいさんにかんするほうりつのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成十八年三月三十一日,,,平成十八年三月三十一日,平成十八年四月一日,,418CO0000000159,https://laws.e-gov.go.jp/law/418CO0000000159/20060401_000000000000000,
政令,平成十八年政令第百六十一号,独立行政法人に係る改革を推進するための文部科学省関係法律の整備に関する法律の施行に伴う関係政令の整備及び経過措置に関する政令,どくりつぎょうせいほうじんにかかるかいかくをすいしんするためのもんぶかがくしょうかんけいほうりつのせいびにかんするほうりつのしこうにともなうかんけいせいれいのせいびおよびけいかそちにかんするせいれい,,平成十八年三月三十一日,独立行政法人国立博物館法の一部を改正する法律の施行に伴う関係政令の整備及び経過措置に関する政令,平成十九年政令第百十号,平成十九年三月三十日,平成十九年四月一日,,418CO0000000161,https://laws.e-gov.go.jp/law/418CO0000000161/20070401_419CO0000000110,
政令,平成十八年政令第百六十二号,独立行政法人国立美術館法施行令,どくりつぎょうせいほうじんこくりつびじゅつかんほうせこうれい,,平成十八年三月三十一日,文部科学省組織令の一部を改正する政令,令和八年政令第四十五号,令和八年三月二十三日,令和八年四月一日,,418CO0000000162,https://laws.e-gov.go.jp/law/418CO0000000162/20260401_508CO0000000045,
政令,平成十八年政令第百六十三号,独立行政法人国立文化財機構法施行令,どくりつぎょうせいほうじんこくりつぶんかざいきこうほうせこうれい,,平成十八年三月三十一日,文部科学省組織令の一部を改正する政令,令和八年政令第四十五号,令和八年三月二十三日,令和八年四月一日,,418CO0000000163,https://laws.e-gov.go.jp/law/418CO0000000163/20260401_508CO0000000045,
